Name,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating
"Hakimifard, Ghazal",SUI,F,1994.0,WGM,2265,2188.0,2189.0
"Yakubbaeva, Nilufar",UZB,F,2000.0,WIM,2265,1703.0,1706.0
"Baciu, Diana",MDA,F,1994.0,WIM,2264,,
"Boytsun, Olena",UKR,F,1983.0,WIM,2264,,
"Abdulla, Khayala",AZE,F,1993.0,WGM,2263,2022.0,2060.0
"Beydullayeva, Govhar",AZE,F,2003.0,WFM,2263,1924.0,1972.0
"Cheremnova, Tamara",RUS,F,1989.0,WIM,2263,2228.0,2227.0
"Gu, Xiaobing",CHN,F,1985.0,WGM,2263,2221.0,2174.0
"Maric, Mirjana",SRB,F,1970.0,WGM,2263,,
Priyanka Nutakki,IND,F,2002.0,WIM,2263,1922.0,1916.0
"Robles Garcia, Claudia",ESP,F,1990.0,WIM,2263,,
"Dadashli, Narmin",AZE,F,1993.0,WFM,2262,,
"Hernandez Moya, Yuleisy",CUB,F,1992.0,WGM,2262,,2156.0
"Li, Yunshan",CHN,F,2002.0,WIM,2262,2028.0,1999.0
"Miranda Llanes, Yerisbel",CUB,F,1987.0,WIM,2262,,2260.0
"Roschina, Tatiana",RUS,F,1976.0,WGM,2262,,
"Burtasova, Anna",CAN,F,1987.0,WGM,2261,2265.0,2215.0
"Lelekova, Olga",RUS,F,1987.0,WIM,2261,2190.0,2052.0
"Mirzoeva, Elmira",RUS,F,1981.0,WGM,2261,2271.0,2135.0
Savitha Shri B,IND,F,2007.0,WFM,2261,1687.0,1787.0
"Ivanka, Maria",HUN,F,1950.0,WGM,2260,,
"Karavaeva, Olga",RUS,F,1977.0,WIM,2260,2190.0,2105.0
"Khurtsilava, Inga",GEO,F,1975.0,WGM,2260,2049.0,2074.0
"Lalic, Susan K",ENG,F,1965.0,IM,2260,,
"Lidonova, Gulnara",RUS,F,1973.0,WFM,2260,,
"Porat, Maya",ISR,F,1991.0,WIM,2260,,2180.0
"Rubzova, Tatiana",RUS,F,1962.0,WGM,2260,2248.0,
"An, Yangfeng",CHN,F,1963.0,WIM,2259,,
"Bayer, Dorota",POL,F,1980.0,WIM,2259,,
"Grabuzova, Tatiana",RUS,F,1967.0,WGM,2259,2202.0,2156.0
"Kubicka, Anna",POL,F,1999.0,WIM,2259,2090.0,1992.0
"Meshcheriakova, Evgenia",RUS,F,1985.0,WGM,2259,,
"Pitam, Ella",ISR,F,1977.0,WGM,2259,,
"Ratcu, Tatiana",BRA,F,1979.0,WIM,2259,,
"Schut, Lisa",NED,F,1994.0,WIM,2259,2383.0,2234.0
"Velikic, Adela",SRB,F,1997.0,WIM,2259,2240.0,2132.0
"Nguyen, Thi Mai Hung",VIE,F,1994.0,WGM,2258,2271.0,2129.0
"Shulepina, Kristina",RUS,F,1987.0,WIM,2258,,
"Vasilevich, Irina",RUS,F,1985.0,IM,2258,2176.0,2153.0
"Zozulia, Anna",BEL,F,1980.0,IM,2258,2245.0,2277.0
"Malina, Diana",RUS,F,1977.0,WFM,2257,2240.0,
"Markovic, Gordana",SRB,F,1951.0,WIM,2257,,
"Ouellet, Maili-Jade",CAN,F,2002.0,WGM,2257,2113.0,1886.0
"Rodriguez Rueda, Paula Andrea",COL,F,1996.0,IM,2257,2312.0,2199.0
"Belic, Jordanka",SRB,F,1964.0,WGM,2256,,
"Cibickova, Zuzana",SVK,F,1988.0,WGM,2256,2291.0,2234.0
Mrudul Dehankar,IND,F,2004.0,WIM,2256,1586.0,1766.0
"Olarasu, Gabriela",ROU,F,1964.0,WGM,2256,,
"Sgircea, Silvia-Raluca",ROU,F,1989.0,WIM,2256,2196.0,2120.0
"Corke, Anya S",ENG,F,1990.0,WGM,2255,,
"Kalinina, Vladislava",UKR,F,1980.0,WIM,2255,,
"Gutmakher, Olga",ISR,F,1987.0,WIM,2254,2243.0,
"Gvanceladze, Anna",RUS,F,1993.0,WFM,2254,2087.0,2053.0
"Camacho, Chardine Cheradee",PHI,F,1994.0,WIM,2253,,2181.0
"Mahalakshmi, M",IND,F,1998.0,WIM,2253,2060.0,2176.0
"Romanova, Inna",BLR,F,1975.0,WGM,2253,,
"Kantane, Anna",POL,F,1995.0,WIM,2252,2170.0,2083.0
"Sihite, Chelsie Monica Ignesias",INA,F,1995.0,WIM,2252,2233.0,2224.0
"Terao, Juliana Sayumi",BRA,F,1991.0,FM,2252,2212.0,2225.0
"Delemarre, Isabel",GER,F,1978.0,WIM,2251,,
"Havanecz, Bianka",HUN,F,1994.0,WIM,2251,2139.0,
"Imnadze, Nato",GEO,F,1996.0,WIM,2251,2144.0,2114.0
"Perez Rodriguez, Jennifer",PAR,F,1987.0,WIM,2251,2150.0,2170.0
"Andreieva, Olga A",UKR,F,1937.0,WIM,2250,,
"Caglar, Sila",TUR,F,2004.0,WIM,2250,,1832.0
"Franciskovic, Borka",CRO,F,1988.0,WIM,2250,2205.0,2258.0
"Needham, Teresa",ENG,F,1965.0,WIM,2250,,
"Paridar, Shadi",IRI,F,1986.0,WGM,2250,,
"Puljek-Salai, Zorica",CRO,F,1965.0,WIM,2250,,2142.0
"Savereide, Diane",USA,F,1954.0,WIM,2250,,
"Sheldon, Ruth",ENG,F,1980.0,WIM,2250,,
"De Jong-Muhren, Bianca",NED,F,1986.0,WGM,2249,,
"Ovchinnikova, Julia",RUS,F,1965.0,WIM,2249,,
"Rivera, Ingris",COL,F,1988.0,WIM,2249,2152.0,2116.0
"Amura, Claudia",ARG,F,1970.0,WGM,2248,2270.0,2239.0
"Schneider, Veronika",HUN,F,1987.0,WGM,2248,,2237.0
"Kuharenko, Svetlana",UKR,F,1984.0,WIM,2247,,
"Nikolova, Adriana",BUL,F,1988.0,WGM,2247,2276.0,2184.0
"Novikova, Anna",RUS,F,1985.0,WIM,2247,2180.0,2114.0
"Schepetkova, Margarita",RUS,F,1988.0,WIM,2247,2248.0,2087.0
"Serikbay, Assel",KAZ,F,2002.0,WIM,2247,2075.0,2071.0
"Wagener, Anna",LUX,F,1976.0,WGM,2247,2313.0,2240.0
"Chekhova-Kostina, Tatiana M",RUS,F,1955.0,WIM,2246,2165.0,2075.0
"Veroci, Zsuzsa",HUN,F,1949.0,WGM,2246,,
"Efimenko, Maria",UKR,F,1996.0,WIM,2245,2295.0,2169.0
"Gevorgyan, Irina",UZB,F,1990.0,WGM,2245,2126.0,2246.0
"Khasanova, Flyura",KAZ,F,1964.0,WGM,2245,2208.0,2233.0
"Mammadova, Narmin",AZE,F,1999.0,WIM,2245,2099.0,2003.0
"Molchanova, Tatjana",RUS,F,1980.0,WGM,2245,2161.0,2220.0
"Zhang, Jilin",AUS,F,1986.0,WGM,2245,2246.0,
"Chumpitaz, Ann",PER,F,1994.0,WIM,2244,2204.0,2168.0
"Eswaran, Ashritha",USA,F,2000.0,WIM,2244,,
"Guo, Jun",CHN,F,1973.0,WFM,2244,,
"Leconte, Maria",FRA,F,1970.0,WGM,2244,2188.0,2108.0
"Loktionova, Natalia",RUS,F,1974.0,WIM,2244,2191.0,
"Minogina, Tamara",RUS,F,1959.0,WIM,2244,2231.0,2138.0
"Pujari, Rucha",IND,F,1994.0,WIM,2244,2141.0,2113.0
"Voicu-Jagodzinsky, Carmen",ROU,F,1981.0,WGM,2244,2222.0,2193.0
"Balaian, Alina",RUS,F,1992.0,WIM,2243,2165.0,2195.0
"Mueller-Seps, Monika",SUI,F,1986.0,WGM,2243,2213.0,2198.0
"Nosacheva, Mariya",RUS,F,2001.0,WFM,2243,2051.0,2069.0
"Parnali, S Dharia",IND,F,1997.0,WIM,2243,1868.0,1962.0
"Vinuthna, N.",IND,F,1987.0,WIM,2243,,
"Cvitan, Ena",CRO,F,2001.0,FM,2242,1951.0,2016.0
"Gorti, Akshita",USA,F,2002.0,FM,2242,2215.0,2144.0
"Vidic, Teja",SLO,F,1998.0,WIM,2242,1946.0,1989.0
"Erenska-Barlo, Hanna",POL,F,1946.0,WGM,2241,,1895.0
"Kamenskaja, Olga",RUS,F,1971.0,WFM,2241,,
"Komiagina, Maria",RUS,F,1984.0,WIM,2241,2098.0,2070.0
"Newrkla, Katharina",AUT,F,1992.0,WIM,2241,2122.0,2164.0
"Moskalyuk, Natalya",RUS,F,1979.0,WFM,2240,,
"Neroda, Alexandra",RUS,F,1978.0,WIM,2240,,
"Saulina, Varvara",RUS,F,1992.0,WFM,2240,2066.0,2060.0
"Velikhanli, Firuza",AZE,F,1970.0,WGM,2240,,
"Bach, Ngoc Thuy Duong",VIE,F,2003.0,WIM,2239,1800.0,1865.0
"Lahav, Michal",ISR,F,1999.0,WIM,2239,2018.0,2075.0
"Lysenko, Margarita",RUS,F,1999.0,WFM,2239,2146.0,2217.0
"Movileanu, Daniela",ITA,F,1996.0,WFM,2239,2099.0,2231.0
Aakanksha Hagawane,IND,F,2000.0,WIM,2238,1870.0,1971.0
"Antova, Gabriela",BUL,F,2002.0,FM,2238,2110.0,2179.0
"Citra, Dewi Ardhiani Anastasia",INA,F,1994.0,WIM,2238,2158.0,2120.0
"Duppel, Tina",GER,F,1984.0,WIM,2238,,
"Hojjatova, Aydan",AZE,F,1999.0,WGM,2238,2104.0,1990.0
"Manakova, Maria",SRB,F,1974.0,WGM,2238,2239.0,2136.0
"Sarana-Hungeling, Oksana",GER,F,1979.0,WGM,2238,,
"Kiss, Fernanda",HUN,F,1979.0,WIM,2237,,
"Liu, Pei",CHN,F,1988.0,WIM,2237,,
"Nebolsina, Vera",RUS,F,1989.0,WGM,2237,2197.0,2208.0
"Agrest, Svetlana",SWE,F,1966.0,WIM,2236,,
"Gromova, Iulia",RUS,F,1985.0,WIM,2236,2132.0,2093.0
Cholleti Sahajasri,IND,F,1996.0,WIM,2235,1976.0,1988.0
"Davletbayeva, Madina",KAZ,F,1989.0,WGM,2235,2226.0,2115.0
"Hahn, Anna",USA,F,1976.0,WIM,2235,,
"Heintze, Marion",GER,F,1954.0,WIM,2235,,
"Hrabinska, Myroslava",UKR,F,1984.0,WGM,2235,2079.0,2240.0
"Krylova, Olga",RUS,F,,WIM,2235,,
"Pham, Bich Ngoc",VIE,F,1990.0,WIM,2235,2181.0,2257.0
"Shpanko, Nadiia",UKR,F,2002.0,WIM,2235,2069.0,2121.0
"Zakurdjaeva, Irina",RUS,F,1982.0,WGM,2235,2186.0,2179.0
"Corrales Jimenez, Zenia",MEX,F,1989.0,WIM,2234,2176.0,2220.0
"Genova, Lyubka",BUL,F,1983.0,WIM,2234,2230.0,2224.0
"Kurbonboeva, Sarvinoz",UZB,F,1994.0,WGM,2234,2129.0,2054.0
"Moldovan, Corina",ROU,F,1983.0,WIM,2234,2218.0,
"Schmidt, Jessica",GER,F,1979.0,WGM,2234,2219.0,
"Dolgova, Olga",LAT,F,1987.0,WIM,2233,2139.0,2140.0
"Dragomirescu, Angela",ROU,F,1973.0,WIM,2233,2188.0,2237.0
"Kristol, Luba",ISR,F,1944.0,WIM,2233,,
"Akhmetshina, Alina",RUS,F,1984.0,WFM,2232,,
"Cherednichenko, Svetlana",UKR,F,1984.0,WGM,2232,2277.0,
"Ilchenko, Nadezhda",RUS,F,1986.0,WIM,2232,,
"Kryukova, Irina",RUS,F,1968.0,WGM,2232,,2240.0
"Nicolas Zapata, Irene",ESP,F,1997.0,WIM,2232,2188.0,2192.0
"Areshchenko, Kateryna",UKR,F,1985.0,WGM,2231,,2207.0
"Kamalidenova, Meruert",KAZ,F,2005.0,WFM,2231,1875.0,2085.0
"Misanovic, Vesna",BIH,F,1964.0,WGM,2231,,
"Battsetseg, Tsagaan",USA,F,1972.0,WIM,2230,,
"Battsetseg, Tuvshintugs",MGL,F,1978.0,WIM,2230,,
"Dekusar, Maria",UKR,F,1972.0,WIM,2230,,
"Khusnutdinova, Luiza",RUS,F,1983.0,WIM,2230,,
"Luong, Phuong Hanh",VIE,F,1983.0,WIM,2230,2132.0,2119.0
"Maslikova, Veronika",SVK,F,1986.0,WIM,2230,,2260.0
"Dimitrova, Aleksandra",RUS,F,2000.0,WIM,2229,2066.0,1946.0
"Doluhanova, Evgeniya",UKR,F,1984.0,WGM,2229,2234.0,2153.0
"Fernandez, Maria Florencia",ARG,F,1991.0,WIM,2229,2116.0,2184.0
"Kharashkina, Bairta",RUS,F,1982.0,WFM,2229,,
"Kirillova, Varvara",RUS,F,1987.0,WIM,2229,,
"Velazquez Garcia, Maria",ECU,F,1984.0,WFM,2229,,
"Zhou, Qiyu",CAN,F,2000.0,FM,2229,,1925.0
"Babiy, Olga",UKR,F,1989.0,WGM,2228,2238.0,2304.0
"Enkhtuul, Altan-Ulzii",MGL,F,1994.0,WGM,2228,2039.0,2059.0
"Foisor, Sabina-Francesca",USA,F,1989.0,WGM,2228,2312.0,2240.0
"Gevorgyan, Maria",ARM,F,1994.0,WGM,2228,2147.0,2210.0
"Gueci, Tea",ITA,F,1999.0,WIM,2228,2055.0,2142.0
"Richterova, Natasa",CZE,F,1996.0,WIM,2228,2139.0,2143.0
"Amerika, Katrina",LAT,F,1991.0,WIM,2227,2130.0,2117.0
"Arutyunova, Diana",UKR,F,1988.0,WGM,2227,2167.0,2203.0
"Knyaginicheva, Irina",RUS,F,1985.0,WFM,2227,,
"Krivec, Jana",SLO,F,1980.0,WGM,2227,2179.0,2053.0
"Malgina, Tatiana",RUS,F,1984.0,WIM,2227,2244.0,2191.0
"Niyazgulova, Marina",RUS,F,1995.0,WIM,2227,2248.0,2087.0
"Rudolph, Anna",GER,F,1978.0,WIM,2227,,
"Svistun, Olga",RUS,F,1977.0,WIM,2227,2238.0,
"Jakubiec, Edyta",POL,F,1981.0,WIM,2226,2156.0,2041.0
"Kolotilina, Liudmila",ESP,F,1983.0,WFM,2226,2085.0,2074.0
"Kostiukova, Liubov",UKR,F,1983.0,IM,2226,,
"Norina, Viktoria",RUS,F,1967.0,WFM,2226,,
"Tarasova, Viktoriya",RUS,F,1989.0,WIM,2226,2197.0,2182.0
"Varshini, V",IND,F,1998.0,WGM,2226,1910.0,2061.0
"Davidova, Elena",RUS,F,1970.0,WFM,2225,,
"Khorovets-Aiedinova, Elmira",BLR,F,1963.0,WFM,2225,,
"Lymar, Irina",UKR,F,1974.0,WGM,2225,,
"Sulistya, Maria Lucia Ratna",INA,F,1975.0,WIM,2225,,
"Yuan, Yuanling",CAN,F,1994.0,WIM,2225,2237.0,2217.0
"Zhou, Guijue",CHN,F,1985.0,WIM,2225,2178.0,
"Aranaz Murillo, Amalia",ESP,F,1995.0,WIM,2224,2278.0,
"Bensdorp-De Labaca, Marlies",NED,F,1985.0,WIM,2224,2254.0,2156.0
"Chelushkina, Irina",SRB,F,1961.0,WGM,2224,2283.0,2256.0
"Olde, Margareth",EST,F,2000.0,WFM,2224,2008.0,2013.0
"Baraeva, Irina",RUS,F,1995.0,WIM,2223,2200.0,2136.0
"Benmesbah, Natacha",FRA,F,1989.0,WIM,2223,2193.0,2271.0
"Butuc, Maria",RUS,F,1993.0,WIM,2223,2128.0,2144.0
"Juhasz, Barbara",HUN,F,1995.0,WIM,2223,2122.0,2214.0
"Lehaci, Miruna-Daria",ROU,F,2004.0,WFM,2223,1847.0,1748.0
"Schnegg, Anna-Lena",AUT,F,1998.0,WFM,2223,2041.0,2185.0
"Alexandrova, Varvara",RUS,F,1985.0,WFM,2222,,
"Botsari, Anna-Maria",GRE,F,1972.0,WGM,2222,,2374.0
"Ghukasyan, Siranush",ARM,F,1998.0,WIM,2222,,1953.0
"Kubata, Viktoria",UKR,F,1979.0,WIM,2222,,
"Martynkova, Olena",UKR,F,2000.0,WIM,2222,2044.0,2076.0
"Steinberg, Jana",RUS,F,1972.0,WFM,2222,,
"Gaal, Zsoka",HUN,F,2007.0,WFM,2221,1928.0,1707.0
"Gavasheli, Ana",GEO,F,1987.0,WIM,2221,2036.0,2134.0
"Grinfeld, Alla B",USA,F,1953.0,WGM,2221,,
"Kursova, Maria",ARM,F,1986.0,WGM,2221,2281.0,
"Perera Borrego, Maria Adela",ESP,F,1994.0,WIM,2221,2081.0,2155.0
"Congiu, Mathilde",FRA,F,1989.0,WIM,2220,2198.0,
"Levitan, Yuliya",USA,F,1973.0,WIM,2220,,2220.0
"Lysova, Olga",RUS,F,1980.0,WIM,2220,,
"Mickiewicz, Maria",POL,F,1984.0,WIM,2220,2090.0,
"Mulenko, Lydia N",RUS,F,,WIM,2220,,
"Severina, Maria",RUS,F,1995.0,WIM,2220,2231.0,2202.0
"Shmidt, Elena",RUS,F,1976.0,WIM,2220,2004.0,2106.0
"Kanaeva, Irina",RUS,F,1994.0,WFM,2219,2164.0,2094.0
"Kornilova, Ekaterina",RUS,F,1985.0,WFM,2219,,
"Krupa, Monika",POL,F,1977.0,WGM,2219,2150.0,
"Muetsch, Annmarie",GER,F,2002.0,WIM,2219,2188.0,2272.0
"Srija, Seshadri",IND,F,1997.0,WGM,2219,2087.0,1995.0
"Botvinnik, Irina",ISR,F,1961.0,WFM,2218,,
"Foudzi, Siti Zulaikha",MAS,F,1988.0,WIM,2218,,
"Papadopoulou, Vera",GRE,F,1986.0,WIM,2218,,
"Priyanka, K",IND,F,2001.0,WIM,2218,1810.0,1893.0
"Saric, Kristina",CRO,F,1986.0,WIM,2218,2186.0,
"Saritha, M. Reddy",IND,F,1972.0,WIM,2218,,
"Sirotkina, Nina",RUS,F,1964.0,WIM,2218,2088.0,2058.0
"Timurova, Lilia",RUS,F,1981.0,WIM,2218,,2021.0
"Vigoa Apecheche, Yanira",USA,F,1987.0,WGM,2218,,2276.0
"Djingarova, Emilia",BUL,F,1978.0,WGM,2217,,
"Kazimova, Narmin",AZE,F,1993.0,WGM,2217,,2269.0
"Nurgali, Nazerke",KAZ,F,2004.0,WIM,2217,2044.0,2158.0
"Sziva, Erika",NED,F,1967.0,WGM,2217,,
"Fuchs, Judith",GER,F,1990.0,WGM,2216,2291.0,2326.0
"Moskalets, Svetlana",UKR,F,1988.0,WIM,2216,2200.0,2095.0
"Prudnikova, Svetlana",SRB,F,1967.0,WGM,2216,2201.0,
"Sakorenko, Adriana",RUS,F,2001.0,WFM,2216,1942.0,1883.0
"Bykova, Anastasia",RUS,F,1997.0,WFM,2215,2200.0,2177.0
"Khadilkar, Rohini",IND,F,1963.0,WIM,2215,,
"Linares Napoles, Oleiny",CUB,F,1983.0,WGM,2215,,2357.0
"Mashinskaya, Iulia",RUS,F,1977.0,IM,2215,2160.0,
"Nedeljkovic, Verica",SRB,F,1929.0,WGM,2215,,
"Ni, Viktorija",USA,F,1991.0,WIM,2215,2125.0,2183.0
"Samadashvili, Martha",USA,F,2004.0,WFM,2215,,
"Vlasova, Nataliya",RUS,F,1980.0,WIM,2215,2020.0,2032.0
"Vo, Hong Phuong",VIE,F,1979.0,WFM,2215,,
"Doroshenko, Diana",RUS,F,1992.0,WIM,2214,,2084.0
"Lanchava, Tea",NED,F,1974.0,IM,2214,,
"Maisuradze, Nino",FRA,F,1982.0,WGM,2214,2216.0,2175.0
"Melnikova, Yana",RUS,F,1984.0,WGM,2214,,
"Tetenkina, Irina",SWE,F,1978.0,WIM,2214,2190.0,
"Zenyuk, Iryna",USA,F,1986.0,CM,2214,,
"Zubova, Mariya",UKR,F,1992.0,WFM,2214,2032.0,2035.0
"Baklanova, Tatiana",UKR,F,1972.0,WIM,2213,2153.0,2058.0
"Fischdick, Gisela",GER,F,1955.0,WGM,2213,,2213.0
"Hamdouchi, Adina-Maria",FRA,F,1979.0,WGM,2213,,2208.0
"Ibrahimova, Sabina",AZE,F,1995.0,WIM,2213,2005.0,1936.0
"Lakos, Nikoletta",HUN,F,1978.0,WGM,2213,2237.0,
"Sluzhbina, Anastasiya",UKR,F,1987.0,WIM,2213,,
"Zahedifar, Anahita",IRI,F,2003.0,WFM,2213,1961.0,2036.0
"Efimova, Olga A.",RUS,F,1985.0,WFM,2212,,
"Mahdian, Anousha",IRI,F,2003.0,WFM,2212,1800.0,1788.0
"Alekhina, Natalia V",RUS,F,1954.0,WGM,2211,,
"Castrillon Gomez, Melissa",COL,F,1995.0,WIM,2211,2150.0,2101.0
"Gaboyan, Susanna",ARM,F,1996.0,WIM,2211,2139.0,2135.0
"Gagloshvili, Raissa",RUS,F,1964.0,WIM,2210,,
"Janzelj, Lara",SLO,F,1997.0,WIM,2210,2183.0,2121.0
"Laesson, Tuulikki",EST,F,1969.0,WIM,2210,,
"Romanovskaya, Anna",RUS,F,1987.0,WFM,2210,2238.0,2032.0
"Shukurova, Mehriban",AZE,F,1984.0,WIM,2210,,
"Shumilina, Alexandra",RUS,F,1986.0,WIM,2210,2263.0,2172.0
"Starck, Ines",GER,F,1963.0,WFM,2210,,
"Strutinskaia, Galina",RUS,F,1957.0,WGM,2210,2184.0,2214.0
"Blimke-Deren, Dalia",POL,F,1979.0,WIM,2209,,2164.0
"Golubenko, Valentina",CRO,F,1990.0,WGM,2209,2195.0,2164.0
"Paramzina, Anastasya",RUS,F,1998.0,WGM,2209,2146.0,2145.0
"Semenova, Lidia K",UKR,F,1951.0,WGM,2209,,
"Turauskiene, Renata",LTU,F,1969.0,WIM,2209,,
"Zhurina, Elizaveta",RUS,F,1978.0,WIM,2209,,
"Berdychevskaya, Natasha",RUS,F,1984.0,WFM,2208,1918.0,1799.0
"Cedikova, Katerina",CZE,F,1981.0,WIM,2208,,
"Dolzhikova, Olga",NOR,F,1979.0,WGM,2208,2109.0,2099.0
"Foisor, Mihaela-Veronica",ROU,F,1994.0,WIM,2208,2182.0,2222.0
"Moshina, Cristina",MDA,F,1982.0,WIM,2208,,
"Aginian, Nelly",ARM,F,1981.0,WGM,2207,,
"Azizova, Shafag",AZE,F,1973.0,WFM,2207,,
"Chu, Ruotong",CHN,F,2001.0,WIM,2207,2062.0,2074.0
"Delgado Crespo, Mairelys",ESP,F,1974.0,WGM,2207,2221.0,
"Greabca, Diana",MDA,F,1983.0,WIM,2207,,
"Ibragimova, Asyl",RUS,F,1971.0,WFM,2207,,
"Kirchei, Viktoriia",RUS,F,2005.0,WFM,2207,1949.0,2012.0
"Kusenkova, Natallia",BLR,F,1995.0,WFM,2207,2104.0,
"Medic, Mirjana",CRO,F,1964.0,WGM,2207,2232.0,2154.0
"Murashova, Ekaterina",RUS,F,1987.0,WIM,2207,2136.0,2122.0
"Arpita, Mukherjee",IND,F,2001.0,WIM,2206,1837.0,1934.0
"Fominykh, Maria",RUS,F,1987.0,WGM,2206,2134.0,2108.0
"Juncu, Margareta",ROU,F,1950.0,WGM,2206,,
"Kludacz, Magdalena",POL,F,1976.0,WIM,2206,,2131.0
"Salonika, Saina",IND,F,2003.0,WFM,2206,1585.0,1897.0
"Czaeczine, Anne",GER,F,1985.0,WIM,2205,,
"Liang, Zhihua",CHN,F,1970.0,WIM,2205,,
"Mader, Manuela",GER,F,1990.0,WIM,2205,2099.0,2164.0
"Polnarieva, Larisa",RUS,F,1958.0,WIM,2205,,
"Sikorova, Olga",CZE,F,1975.0,WGM,2205,2111.0,2256.0
"Stroe, Madalina",FRA,F,1968.0,WIM,2205,,
"Wiese-Jozwiak, Malgorzata",POL,F,1961.0,WIM,2205,,
"Arribas Robaina, Maritza",CUB,F,1971.0,WGM,2204,2261.0,2185.0
"Ignacz, Maria",HUN,F,1990.0,WIM,2204,,
"Karlovich, Anastazia",UKR,F,1982.0,WGM,2204,,
"Mishina, Olga",RUS,F,1985.0,WFM,2204,,
"Ragger, Anna-Christina",AUT,F,1985.0,FM,2204,2147.0,2189.0
"Schoene, Maria",GER,F,1987.0,WIM,2204,2241.0,2138.0
"Son, Irina",UKR,F,1962.0,WFM,2204,,
"Su, Yamin",CHN,F,1974.0,WFM,2204,,
"Fojudzka, Anna",POL,F,1980.0,WIM,2203,,
"Petronic, Sanja",SRB,F,1969.0,WIM,2203,,
"Zuriel, Marisa",ARG,F,1982.0,WIM,2203,2190.0,2126.0
"Batur, Hayale",TUR,F,1988.0,WIM,2202,,
"Bondar, Tana",BLR,F,1976.0,WFM,2202,1941.0,2033.0
"Ionescu, Irina",ROU,F,1973.0,WGM,2202,2165.0,2117.0
"Miturova, Magdalena",CZE,F,1993.0,WIM,2202,2133.0,2135.0
Monnisha G K,IND,F,1998.0,WIM,2202,1965.0,2076.0
"Stiri, Alexandra",GRE,F,1984.0,WIM,2202,,
"Travkina, Anastasia",RUS,F,1992.0,WIM,2202,2092.0,2194.0
"Xu, Huahua",CHN,F,1994.0,WIM,2202,2211.0,2129.0
"Zaksaite, Salomeja",LTU,F,1985.0,WIM,2202,2149.0,2009.0
"Airapetian, Tatevik",RUS,F,1989.0,WIM,2201,,
"Arda, Cagil Irmak",TUR,F,2001.0,WFM,2201,,1846.0
"Chasovnikova, Eugenia",RUS,F,1981.0,WGM,2201,2070.0,2033.0
"Karpova, Lyudmila",RUS,F,1991.0,WIM,2201,2199.0,
"Kovpak, Anastasiya",RUS,F,1984.0,WIM,2201,,
"Lee, Megan",USA,F,1996.0,WIM,2201,,2057.0
"Sieber, Fiona",GER,F,2000.0,WIM,2201,,2175.0
"Tjolsen, Katrine",NOR,F,1993.0,WIM,2201,,
"Ismailova, Lala",AZE,F,1969.0,WIM,2200,,
"Kas-Fromm, Rita, Dr.",GER,F,1956.0,WIM,2200,,
"Mayer, Stepanka",GER,F,1949.0,WIM,2200,,
"Svechnikova, Marina.",RUS,F,1966.0,WIM,2200,,
"Ionescu, Viorica",ROU,F,1960.0,WIM,2199,,
"Toth, Lili Dr.",HUN,F,1986.0,WIM,2199,,2139.0
"Ghader Pour, Shayesteh",IRI,F,1984.0,WIM,2198,2167.0,2193.0
"Milovic, Aleksandra",MNE,F,1986.0,WIM,2198,2029.0,1982.0
"Odeeva, Larisa",TKM,F,1962.0,WFM,2198,,
"Borisova, Elizaveta",RUS,F,1984.0,WGM,2197,,
"Goczo, Melinda",HUN,F,1983.0,WIM,2197,2200.0,2161.0
"Hernandez Estevez, Yudania",ESP,F,1973.0,WIM,2197,2100.0,2104.0
"Koskela, Niina",NOR,F,1971.0,WGM,2197,2221.0,2222.0
"Luong, Minh Hue",VIE,F,1986.0,WFM,2197,,
"Strizak, Natasa",SRB,F,1973.0,WFM,2197,,
"Velcheva, Maria",BUL,F,1976.0,WGM,2197,,2276.0
"Dushenok, Anna",RUS,F,1984.0,WIM,2196,,
"Fuentes Godoy, Lilia Ivonne",MEX,F,1998.0,WIM,2196,2032.0,1904.0
"Hrescak, Ivana",SLO,F,2000.0,WIM,2196,2045.0,1986.0
"Nguyen, Thuan Hoa",VIE,F,1970.0,WIM,2196,,
"Prathiba, Yuvarajan",IND,F,1983.0,WIM,2196,,
"Stetsko, Lanita",BLR,F,1993.0,FM,2196,2167.0,2025.0
"Carraro, Denise",ARG,F,1988.0,WIM,2195,2078.0,2087.0
"Epstein, Esther",USA,F,1954.0,WIM,2195,,
"Fatianova, Tatiana",RUS,F,1984.0,WGM,2195,2040.0,2020.0
"Hoang, Thi Nhu Y",VIE,F,1993.0,WIM,2195,2211.0,2340.0
"Jahn, Otilia",GER,F,1968.0,WIM,2195,,
"Lutz, Anke",GER,F,1970.0,WIM,2195,,
"Mohota, Nisha",IND,F,1980.0,IM,2195,2260.0,2117.0
"Terbe, Zsuzsanna",HUN,F,1997.0,WFM,2195,2045.0,2146.0
"Tverskaya, Julia",USA,F,1959.0,WIM,2195,,
"Van Weersel, Arlette",NED,F,1984.0,WIM,2195,2147.0,
"Blagojevic, Tijana",SRB,F,1997.0,WIM,2194,2198.0,2169.0
"Le, Kieu Thien Kim",VIE,F,1981.0,WIM,2194,2216.0,2212.0
"Maskova, Jana",CZE,F,1964.0,WIM,2194,,
"Melekhina, Alisa",USA,F,1991.0,FM,2194,2139.0,2117.0
"Sorokina, Anastasia",BLR,F,1980.0,WIM,2194,,
"Amed, Stephanie",ARG,F,1990.0,WIM,2193,,
